region,operation_type,served_users_last180sec,unserved_users_last180sec,serving_instances,pending_instances,idle_instances,serving_instances_with_unserved_users,predicted_instances,tobe_terminated_linked,tobe_terminated_ready,tobe_terminated_pending,starting_initializing,default_min_pool,hard_limit,enqueued_instance_count,arm_count_per_gpu,stopped_instance_limit,created_at,launch_or_terminate_count
us-east-1,TERMINATE,49,0,657,0,3531,657,767,0,0,0,0,40,10000,12,12,0,2022-05-10 05:24:32.321056,3420
us-east-1,TERMINATE,58,0,639,0,3195,639,746,0,0,0,0,40,10000,12,12,0,2022-05-10 05:29:13.295607,3084
us-east-1,TERMINATE,48,0,620,0,2824,620,723,0,0,0,0,40,10000,12,12,0,2022-05-10 05:32:16.575371,2712
us-east-1,TERMINATE,43,0,591,0,2458,591,688,0,0,0,0,40,10000,12,12,0,2022-05-10 05:35:15.175259,2352
us-east-1,TERMINATE,37,0,578,0,2077,578,674,0,0,0,0,40,10000,12,12,0,2022-05-10 05:38:17.390862,1980
us-east-1,TERMINATE,48,0,566,0,1693,566,660,0,0,0,0,40,10000,12,12,0,2022-05-10 05:41:11.354654,1596
us-east-1,TERMINATE,39,0,551,0,1328,551,644,0,0,0,0,40,10000,12,12,0,2022-05-10 05:44:09.536239,1224
us-east-1,TERMINATE,51,0,540,0,992,540,631,0,0,0,0,40,10000,12,12,0,2022-05-10 05:47:13.360436,900
us-east-1,TERMINATE,37,0,521,0,657,521,609,0,0,0,0,40,10000,12,12,0,2022-05-10 05:50:11.128600,564
us-east-1,TERMINATE,60,0,507,0,318,507,593,0,0,0,0,40,10000,12,12,0,2022-05-10 05:53:08.007005,228
us-east-1,TERMINATE,59,0,472,0,156,472,551,1,0,0,0,40,10000,12,12,0,2022-05-10 05:56:00.974426,72
us-east-1,TERMINATE,55,0,447,0,114,447,523,9,0,0,0,40,10000,12,12,0,2022-05-10 05:59:00.771293,36
us-east-1,TERMINATE,46,0,439,0,87,439,513,1,0,0,0,40,10000,12,12,0,2022-05-10 06:02:01.100825,12
us-east-1,TERMINATE,50,0,423,0,91,423,496,0,0,0,0,40,10000,12,12,0,2022-05-10 06:05:01.845878,12
us-east-1,NO_ACTION_REQUIRED,45,0,432,0,70,432,507,0,0,0,0,40,10000,12,12,0,2022-05-10 06:07:59.141091,0
us-east-1,NO_ACTION_REQUIRED,37,0,422,0,80,422,495,0,0,0,0,40,10000,12,12,0,2022-05-10 06:10:56.885845,0
us-east-1,NO_ACTION_REQUIRED,44,0,419,0,83,419,492,0,0,0,0,40,10000,12,12,0,2022-05-10 06:13:58.804006,0
us-east-1,NO_ACTION_REQUIRED,46,0,423,0,79,423,495,0,0,0,0,40,10000,12,12,0,2022-05-10 06:17:05.895399,0
us-east-1,TERMINATE,35,0,415,0,87,415,485,0,0,0,0,40,10000,12,12,0,2022-05-10 06:20:01.281148,12
us-east-1,TERMINATE,37,0,402,0,92,402,470,2,0,0,0,40,10000,12,12,0,2022-05-10 06:23:02.115826,24
us-east-1,TERMINATE,42,0,393,0,80,393,459,14,0,0,0,40,10000,12,12,0,2022-05-10 06:26:02.594225,12
us-east-1,TERMINATE,35,0,384,0,78,384,449,13,1,0,0,40,10000,12,12,0,2022-05-10 06:29:00.833810,12
us-east-1,NO_ACTION_REQUIRED,47,0,383,0,67,383,448,14,2,0,0,40,10000,12,12,0,2022-05-10 06:32:02.396339,0
us-east-1,NO_ACTION_REQUIRED,47,0,382,0,68,382,447,12,2,0,0,40,10000,12,12,0,2022-05-10 06:35:02.445256,0
us-east-1,NO_ACTION_REQUIRED,32,0,384,0,66,384,450,12,1,0,0,40,10000,12,12,0,2022-05-10 06:37:58.620124,0
us-east-1,NO_ACTION_REQUIRED,30,0,380,0,70,380,445,7,5,0,0,40,10000,12,12,0,2022-05-10 06:40:59.038659,0
us-east-1,TERMINATE,33,0,367,0,82,367,430,7,3,0,0,40,10000,12,12,0,2022-05-10 06:44:00.075913,12
us-east-1,TERMINATE,31,0,358,0,79,358,419,6,0,0,0,40,10000,12,12,0,2022-05-10 06:47:02.388996,12
us-east-1,TERMINATE,39,0,345,0,81,345,404,8,0,0,0,40,10000,12,12,0,2022-05-10 06:50:03.790375,12
us-east-1,TERMINATE,47,0,337,0,79,337,395,7,1,0,0,40,10000,12,12,0,2022-05-10 06:53:00.413767,12
us-east-1,TERMINATE,32,0,324,0,82,324,380,8,0,0,0,40,10000,12,12,0,2022-05-10 06:56:07.218649,24
us-east-1,NO_ACTION_REQUIRED,39,0,321,0,63,321,377,12,1,0,0,40,10000,12,12,0,2022-05-10 06:58:57.952076,0
us-east-1,NO_ACTION_REQUIRED,40,0,324,0,60,324,380,12,1,0,0,40,10000,12,12,0,2022-05-10 07:02:00.253863,0
us-east-1,TERMINATE,30,0,302,0,81,302,356,11,2,0,0,40,10000,12,12,0,2022-05-10 07:05:05.011943,24
us-east-1,TERMINATE,43,0,292,0,66,292,345,11,1,0,0,40,10000,12,12,0,2022-05-10 07:08:11.022458,12
us-east-1,TERMINATE,35,0,282,0,67,282,332,8,3,0,0,40,10000,12,12,0,2022-05-10 07:11:07.598944,12
us-east-1,NO_ACTION_REQUIRED,38,0,283,0,55,283,334,9,2,0,0,40,10000,12,12,0,2022-05-10 07:14:02.176911,0
us-east-1,NO_ACTION_REQUIRED,32,0,277,0,61,277,327,9,1,0,0,40,10000,12,12,0,2022-05-10 07:17:02.913275,0
us-east-1,TERMINATE,30,0,271,0,67,271,320,8,1,0,0,40,10000,12,12,0,2022-05-10 07:20:04.609627,12
us-east-1,NO_ACTION_REQUIRED,33,0,268,0,58,268,316,14,2,0,0,40,10000,12,12,0,2022-05-10 07:23:03.596169,0
us-east-1,NO_ACTION_REQUIRED,39,0,270,0,56,270,318,12,2,0,0,40,10000,12,12,0,2022-05-10 07:26:06.812793,0
us-east-1,NO_ACTION_REQUIRED,28,0,270,0,56,270,318,11,2,0,0,40,10000,12,12,0,2022-05-10 07:29:05.303940,0
us-east-1,TERMINATE,25,0,261,0,65,261,308,10,0,0,0,40,10000,12,12,0,2022-05-10 07:32:06.693058,12
us-east-1,TERMINATE,26,0,252,0,63,252,298,12,0,0,0,40,10000,12,12,0,2022-05-10 07:35:02.804939,12
us-east-1,TERMINATE,35,0,245,0,58,245,289,14,1,0,0,40,10000,12,12,0,2022-05-10 07:38:02.422440,12
us-east-1,NO_ACTION_REQUIRED,37,0,238,0,53,238,282,17,2,0,0,40,10000,12,12,0,2022-05-10 07:41:05.880978,0
us-east-1,NO_ACTION_REQUIRED,31,0,245,0,45,245,289,15,1,0,0,40,10000,12,12,0,2022-05-10 07:44:00.212765,0
us-east-1,LAUNCH,35,0,251,0,39,251,296,14,1,0,0,40,10000,12,12,0,2022-05-10 07:47:00.595835,48
us-east-1,TERMINATE,35,0,252,3,83,252,298,7,2,0,3,40,10000,12,12,0,2022-05-10 07:50:01.304998,36
us-east-1,NO_ACTION_REQUIRED,35,0,256,0,46,256,302,6,3,0,0,40,10000,12,12,0,2022-05-10 07:53:09.893525,0
us-east-1,NO_ACTION_REQUIRED,27,0,251,0,51,251,296,3,1,0,0,40,10000,12,12,0,2022-05-10 07:56:06.129921,0
us-east-1,NO_ACTION_REQUIRED,31,0,251,0,51,251,295,2,1,0,0,40,10000,12,12,0,2022-05-10 07:59:08.116517,0
us-east-1,NO_ACTION_REQUIRED,35,0,254,0,48,254,298,2,1,0,0,40,10000,12,12,0,2022-05-10 08:02:09.727724,0
us-east-1,LAUNCH,38,0,265,0,37,265,311,1,0,0,0,40,10000,12,12,0,2022-05-10 08:05:27.291114,48
us-east-1,TERMINATE,29,0,255,9,86,255,300,1,0,0,9,40,10000,12,12,0,2022-05-10 08:08:07.138810,36
us-east-1,TERMINATE,25,0,254,0,60,254,299,1,0,0,0,40,10000,12,12,0,2022-05-10 08:11:06.201932,12
us-east-1,NO_ACTION_REQUIRED,29,0,258,0,44,258,303,1,0,0,0,40,10000,12,12,0,2022-05-10 08:14:08.307012,0
us-east-1,NO_ACTION_REQUIRED,28,0,251,0,51,251,296,1,0,0,0,40,10000,12,12,0,2022-05-10 08:17:10.165382,0
us-east-1,TERMINATE,31,0,244,0,58,244,288,0,0,0,0,40,10000,12,12,0,2022-05-10 08:20:06.545914,12
us-east-1,NO_ACTION_REQUIRED,45,0,242,0,48,242,285,8,0,0,0,40,10000,12,12,0,2022-05-10 08:23:02.863393,0
us-east-1,TERMINATE,26,0,228,0,62,228,270,8,0,0,0,40,10000,12,12,0,2022-05-10 08:26:10.093001,12
us-east-1,TERMINATE,32,0,224,0,58,224,266,11,0,0,0,40,10000,12,12,0,2022-05-10 08:29:07.911984,12
us-east-1,NO_ACTION_REQUIRED,23,0,223,0,52,223,265,11,0,0,0,40,10000,12,12,0,2022-05-10 08:32:17.958290,0
us-east-1,NO_ACTION_REQUIRED,26,0,224,0,51,224,266,10,0,0,0,40,10000,12,12,0,2022-05-10 08:35:06.965532,0
us-east-1,TERMINATE,26,0,221,0,54,221,263,8,0,0,0,40,10000,12,12,0,2022-05-10 08:38:04.295003,12
us-east-1,TERMINATE,24,0,214,0,58,214,255,8,1,0,0,40,10000,12,12,0,2022-05-10 08:41:06.151919,12
us-east-1,NO_ACTION_REQUIRED,30,0,220,0,48,220,261,7,0,0,0,40,10000,12,12,0,2022-05-10 08:44:08.683187,0
us-east-1,NO_ACTION_REQUIRED,34,0,227,0,41,227,268,7,0,0,0,40,10000,12,12,0,2022-05-10 08:47:05.977969,0
us-east-1,NO_ACTION_REQUIRED,26,0,218,0,50,218,259,6,0,0,0,40,10000,12,12,0,2022-05-10 08:50:06.426401,0
us-east-1,NO_ACTION_REQUIRED,28,0,223,0,45,223,264,3,0,0,0,40,10000,12,12,0,2022-05-10 08:53:10.716283,0
us-east-1,NO_ACTION_REQUIRED,23,0,218,0,50,218,258,3,0,0,0,40,10000,12,12,0,2022-05-10 08:56:18.805797,0
us-east-1,NO_ACTION_REQUIRED,28,0,218,0,50,218,258,3,0,0,0,40,10000,12,12,0,2022-05-10 08:59:16.128593,0
us-east-1,NO_ACTION_REQUIRED,28,0,216,0,51,216,256,3,0,0,0,40,10000,12,12,0,2022-05-10 09:02:25.732831,0
us-east-1,TERMINATE,31,0,213,0,54,213,253,2,0,0,0,40,10000,12,12,0,2022-05-10 09:05:09.189163,12
us-east-1,TERMINATE,29,0,206,0,59,206,245,2,0,0,0,40,10000,12,12,0,2022-05-10 09:08:07.895821,12
us-east-1,TERMINATE,29,0,211,0,52,211,250,1,0,0,0,40,10000,12,12,0,2022-05-10 09:11:11.658674,12
us-east-1,NO_ACTION_REQUIRED,28,0,213,0,48,213,253,1,0,0,0,40,10000,12,12,0,2022-05-10 09:14:04.036882,0
us-east-1,TERMINATE,20,0,204,0,57,204,243,1,0,0,0,40,10000,12,12,0,2022-05-10 09:17:02.968569,12
us-east-1,TERMINATE,29,0,202,0,57,202,241,1,0,0,0,40,10000,12,12,0,2022-05-10 09:20:03.471462,12
us-east-1,NO_ACTION_REQUIRED,35,0,211,0,47,211,250,0,0,0,0,40,10000,12,12,0,2022-05-10 09:23:04.850377,0
us-east-1,NO_ACTION_REQUIRED,29,0,218,0,40,218,258,0,0,0,0,40,10000,12,12,0,2022-05-10 09:26:11.871460,0
us-east-1,LAUNCH,38,0,221,0,37,221,262,0,0,0,0,40,10000,12,12,0,2022-05-10 09:29:06.781829,48
us-east-1,TERMINATE,38,0,225,1,79,225,266,0,0,0,1,40,10000,12,12,0,2022-05-10 09:32:02.058517,36
us-east-1,LAUNCH,39,0,234,0,35,234,275,0,0,0,0,40,10000,12,12,0,2022-05-10 09:35:06.195234,48
us-east-1,TERMINATE,38,0,243,0,73,243,285,0,0,0,0,40,10000,12,12,0,2022-05-10 09:38:04.265970,24
us-east-1,NO_ACTION_REQUIRED,39,0,250,0,42,250,293,0,0,0,0,40,10000,12,12,0,2022-05-10 09:41:03.843983,0
us-east-1,LAUNCH,46,0,264,0,28,264,308,0,0,0,0,40,10000,12,12,0,2022-05-10 09:44:05.616274,12
us-east-1,LAUNCH,38,0,273,0,31,273,318,0,0,0,0,40,10000,12,12,0,2022-05-10 09:47:04.799111,12
us-east-1,LAUNCH,43,0,276,12,28,276,322,0,0,0,12,40,10000,12,12,0,2022-05-10 09:50:08.611273,48
us-east-1,TERMINATE,41,0,295,0,69,295,343,0,0,0,0,40,10000,12,12,0,2022-05-10 09:53:13.465070,12
us-east-1,NO_ACTION_REQUIRED,36,0,303,0,49,303,352,0,0,0,0,40,10000,12,12,0,2022-05-10 09:56:06.669444,0
us-east-1,NO_ACTION_REQUIRED,42,0,309,0,43,309,360,0,0,0,0,40,10000,12,12,0,2022-05-10 09:59:04.573879,0
us-east-1,LAUNCH,78,0,331,0,21,331,384,0,0,0,0,40,10000,12,12,0,2022-05-10 10:02:10.292409,24
us-east-1,LAUNCH,58,17,355,19,2,372,431,0,0,0,19,40,10000,12,12,0,2022-05-10 10:05:07.652199,48
us-east-1,LAUNCH,72,0,370,0,54,387,449,0,0,0,0,40,10000,12,12,0,2022-05-10 10:08:07.697686,24
us-east-1,LAUNCH,71,0,402,0,46,419,487,0,0,0,0,40,10000,12,12,0,2022-05-10 10:11:06.537248,36
us-east-1,LAUNCH,79,0,424,0,60,441,509,0,0,0,0,40,10000,12,12,0,2022-05-10 10:14:10.664962,24
us-east-1,LAUNCH,86,0,456,22,30,473,547,0,0,0,22,40,10000,12,12,0,2022-05-10 10:17:05.374823,36
us-east-1,LAUNCH,103,0,496,17,31,496,574,0,0,0,17,40,10000,12,12,0,2022-05-10 10:20:12.367477,24
us-east-1,LAUNCH,98,0,523,23,22,523,606,0,0,0,23,40,10000,12,12,0,2022-05-10 10:23:07.202957,36
us-east-1,LAUNCH,106,0,562,0,42,562,651,0,0,0,0,40,10000,12,12,0,2022-05-10 10:26:05.926104,36
us-east-1,LAUNCH,81,0,571,0,69,571,662,0,0,0,0,40,10000,12,12,0,2022-05-10 10:29:11.356460,12
us-east-1,LAUNCH,101,0,597,1,54,597,694,0,0,0,1,40,10000,12,12,0,2022-05-10 10:32:07.522241,36
us-east-1,NO_ACTION_REQUIRED,103,0,604,12,72,604,699,0,0,0,12,40,10000,12,12,0,2022-05-10 10:35:21.190818,0
us-east-1,LAUNCH,156,0,666,0,22,666,776,0,0,0,0,40,10000,12,12,0,2022-05-10 10:38:07.590188,84
us-east-1,NO_ACTION_REQUIRED,126,0,635,16,97,635,736,0,0,0,16,40,10000,12,12,0,2022-05-10 10:41:08.469487,0
us-east-1,LAUNCH,152,0,702,0,46,702,822,0,0,0,0,40,10000,12,12,0,2022-05-10 10:44:07.959250,72
us-east-1,LAUNCH,138,0,736,0,84,736,854,0,0,0,0,40,10000,12,12,0,2022-05-10 10:47:13.397974,24
us-east-1,LAUNCH,137,0,779,12,53,779,914,0,0,0,12,40,10000,12,12,0,2022-05-10 10:50:10.050800,60
us-east-1,LAUNCH,168,0,817,3,84,817,955,0,0,0,3,40,10000,12,12,0,2022-05-10 10:53:06.207986,48
us-east-1,LAUNCH,144,0,835,1,116,835,975,0,0,0,1,40,10000,12,12,0,2022-05-10 10:56:09.311746,12
us-east-1,LAUNCH,186,0,879,0,73,879,1027,0,0,0,0,40,10000,12,12,0,2022-05-10 10:59:17.626734,72
us-east-1,LAUNCH,197,0,933,0,91,933,1089,0,0,0,0,40,10000,12,12,0,2022-05-10 11:02:31.066155,60
us-east-1,LAUNCH,218,0,974,57,41,974,1140,0,0,0,57,40,10000,12,12,0,2022-05-10 11:05:27.156506,60
us-east-1,LAUNCH,223,0,1027,48,57,1027,1203,0,0,0,48,40,10000,12,12,0,2022-05-10 11:08:16.528720,60
us-east-1,LAUNCH,253,0,1117,2,73,1117,1310,0,0,0,2,40,10000,12,12,0,2022-05-10 11:11:13.916241,108
us-east-1,LAUNCH,259,0,1171,0,117,1171,1373,11,1,0,0,40,10000,12,12,0,2022-05-10 11:14:16.815970,84
us-east-1,LAUNCH,279,0,1243,43,86,1243,1460,0,0,0,43,40,10000,12,12,0,2022-05-10 11:17:12.759094,84
us-east-1,LAUNCH,294,0,1306,0,126,1306,1527,0,0,0,0,40,10000,12,12,0,2022-05-10 11:20:09.689690,84
us-east-1,LAUNCH,317,0,1367,15,110,1367,1598,0,0,0,15,40,10000,12,12,0,2022-05-10 11:23:11.573350,96
us-east-1,LAUNCH,330,0,1407,26,131,1407,1641,0,0,0,26,40,10000,12,12,0,2022-05-10 11:26:10.213999,72
us-east-1,LAUNCH,412,0,1580,0,55,1580,1850,0,0,0,0,40,10000,12,12,0,2022-05-10 11:29:22.737425,204
us-east-1,LAUNCH,448,1,1677,12,150,1678,1956,0,0,0,12,40,10000,12,12,0,2022-05-10 11:32:27.431884,108
us-east-1,LAUNCH,490,0,1825,0,122,1826,2143,0,0,0,0,40,10000,12,12,0,2022-05-10 11:35:14.962982,192
us-east-1,LAUNCH,472,2,1972,1,166,1975,2298,0,0,0,1,40,10000,12,12,0,2022-05-10 11:38:08.560305,156
us-east-1,LAUNCH,542,0,2127,0,156,2130,2473,0,0,0,0,40,10000,12,12,0,2022-05-10 11:41:14.178977,180
us-east-1,LAUNCH,536,0,2200,21,229,2203,2542,0,0,0,21,40,10000,12,12,0,2022-05-10 11:44:18.222194,84
us-east-1,LAUNCH,637,0,2424,84,26,2426,2796,0,0,0,84,40,10000,12,12,0,2022-05-10 11:47:08.559147,252
us-east-1,LAUNCH,538,79,2529,204,4,2610,2979,0,0,0,204,40,10000,12,12,0,2022-05-10 11:50:14.450420,240
us-east-1,LAUNCH,633,72,2742,198,1,2893,3305,0,0,0,198,40,10000,12,12,0,2022-05-10 11:53:10.822184,360
us-east-1,LAUNCH,708,0,2928,0,217,3079,3482,0,0,0,0,40,10000,12,12,0,2022-05-10 11:56:28.813116,336
us-east-1,LAUNCH,716,0,3062,15,272,3213,3621,0,0,0,15,40,10000,12,12,0,2022-05-10 11:59:29.788186,264
us-east-1,LAUNCH,723,1,3077,83,368,3229,3611,0,0,0,83,40,10000,12,12,0,2022-05-10 12:02:22.876688,72
us-east-1,LAUNCH,753,1,3089,71,343,3163,3531,0,0,0,71,40,10000,12,12,0,2022-05-10 12:05:14.145691,24
us-east-1,LAUNCH,953,0,3294,10,54,3296,3679,0,0,0,10,40,10000,12,12,0,2022-05-10 12:08:19.116266,312
us-east-1,LAUNCH,736,222,3337,68,108,3561,3955,0,0,0,68,40,10000,12,12,0,2022-05-10 12:11:18.635070,432
us-east-1,LAUNCH,774,118,3349,143,9,3691,4096,0,0,0,143,40,10000,12,12,0,2022-05-10 12:14:16.861745,588
us-east-1,LAUNCH,791,64,3497,200,8,3902,4326,0,0,0,200,40,10000,12,12,0,2022-05-10 12:17:16.718480,612
us-east-1,LAUNCH,904,116,3425,95,125,3945,4333,0,0,0,95,40,10000,12,12,0,2022-05-10 12:20:16.323829,684
us-east-1,LAUNCH,942,1,3599,82,144,4120,4522,0,0,0,82,40,10000,12,12,0,2022-05-10 12:23:11.940524,696
us-east-1,LAUNCH,945,0,3664,9,164,3963,4319,0,0,0,9,40,10000,12,12,0,2022-05-10 12:26:20.870802,480
us-east-1,LAUNCH,882,31,3746,70,129,3958,4346,0,0,0,70,40,10000,12,12,0,2022-05-10 12:29:19.862950,396
us-east-1,LAUNCH,908,0,3783,94,236,3931,4290,0,0,0,94,40,10000,12,12,0,2022-05-10 12:32:17.222344,168
us-east-1,LAUNCH,880,0,3833,95,281,3865,4241,0,0,0,95,40,10000,12,12,0,2022-05-10 12:35:13.003743,24
us-east-1,LAUNCH,865,1,3964,24,197,3996,4390,0,0,0,24,40,10000,12,12,0,2022-05-10 12:38:12.422106,204
us-east-1,LAUNCH,844,0,4088,47,230,4120,4506,0,0,0,47,40,10000,12,12,0,2022-05-10 12:41:16.078783,132
us-east-1,LAUNCH,910,1,4110,132,51,4112,4503,0,0,0,132,40,10000,12,12,0,2022-05-10 12:44:14.938646,204
us-east-1,LAUNCH,807,0,4161,201,99,4163,4556,0,0,0,201,40,10000,12,12,0,2022-05-10 12:47:12.192825,84
us-east-1,LAUNCH,1022,0,4224,26,67,4226,4604,0,0,0,26,40,10000,12,12,0,2022-05-10 12:50:14.033266,276
us-east-1,LAUNCH,857,196,4226,160,15,4423,4807,0,0,0,160,40,10000,12,12,0,2022-05-10 12:53:11.653126,396
us-east-1,LAUNCH,950,542,4227,204,6,4966,5339,0,0,0,204,40,10000,12,12,0,2022-05-10 12:56:16.230796,900
us-east-1,LAUNCH,1025,1,4394,141,46,5133,5453,0,0,0,141,40,10000,12,12,0,2022-05-10 12:59:14.168943,864
us-east-1,LAUNCH,1055,41,4401,81,99,5181,5511,0,0,0,81,40,10000,12,12,0,2022-05-10 13:02:13.286702,924
us-east-1,LAUNCH,925,0,4537,192,56,5317,5603,0,0,0,192,40,10000,12,12,0,2022-05-10 13:05:18.320474,816
us-east-1,LAUNCH,922,0,4607,10,347,5191,5455,0,0,0,10,40,10000,12,12,0,2022-05-10 13:08:17.036392,480
us-east-1,NO_ACTION_REQUIRED,948,0,4740,192,224,4782,5070,0,0,0,192,40,10000,12,12,0,2022-05-10 13:11:00.049713,0
us-east-1,LAUNCH,932,0,4790,0,319,4831,5153,0,0,0,0,40,10000,12,12,0,2022-05-10 13:14:19.045575,36
us-east-1,NO_ACTION_REQUIRED,890,0,4728,36,285,4728,5023,0,0,0,36,40,10000,12,12,0,2022-05-10 13:17:17.103460,0
us-east-1,LAUNCH,1000,0,4852,0,173,4852,5204,0,0,0,0,40,10000,12,12,0,2022-05-10 13:20:16.726992,168
us-east-1,LAUNCH,919,0,4920,110,91,4920,5246,0,0,0,110,40,10000,12,12,0,2022-05-10 13:23:16.622289,120
us-east-1,LAUNCH,897,0,4958,47,236,4958,5298,0,0,0,47,40,10000,12,12,0,2022-05-10 13:26:17.525173,48
us-east-1,LAUNCH,986,1,4943,35,201,4944,5270,0,0,0,35,40,10000,12,12,0,2022-05-10 13:29:13.814893,84
us-east-1,LAUNCH,1042,0,5066,13,183,5067,5392,0,0,0,13,40,10000,12,12,0,2022-05-10 13:32:23.354316,120
us-east-1,LAUNCH,921,0,5172,93,117,5173,5475,0,0,0,93,40,10000,12,12,0,2022-05-10 13:35:17.103875,84
us-east-1,NO_ACTION_REQUIRED,890,0,5150,52,264,5151,5452,0,0,0,52,40,10000,12,12,0,2022-05-10 13:38:15.533514,0
us-east-1,LAUNCH,985,0,5274,0,192,5275,5576,0,0,0,0,40,10000,12,12,0,2022-05-10 13:41:14.176787,108
us-east-1,LAUNCH,936,0,5319,37,184,5319,5593,0,0,0,37,40,10000,12,12,0,2022-05-10 13:44:14.338398,48
us-east-1,NO_ACTION_REQUIRED,950,0,5277,7,278,5277,5560,0,0,0,7,40,10000,12,12,0,2022-05-10 13:47:16.396999,0
us-east-1,LAUNCH,1019,0,5366,0,196,5366,5647,0,0,0,0,40,10000,12,12,0,2022-05-10 13:50:15.250137,84
us-east-1,LAUNCH,1024,0,5473,10,159,5473,5734,0,0,0,10,40,10000,12,12,0,2022-05-10 13:53:22.298269,84
us-east-1,LAUNCH,1010,0,5527,8,183,5527,5785,0,0,0,8,40,10000,12,12,0,2022-05-10 13:56:25.576049,60
us-east-1,LAUNCH,1058,0,5576,60,118,5576,5828,0,0,0,60,40,10000,12,12,0,2022-05-10 13:59:14.999678,72
us-east-1,TERMINATE,1066,5,5545,6,262,5550,5794,0,0,0,6,40,10000,12,12,0,2022-05-10 14:02:19.420033,12
us-east-1,LAUNCH,1025,0,5594,0,207,5599,5845,0,0,0,0,40,10000,12,12,0,2022-05-10 14:05:22.141472,36
us-east-1,LAUNCH,1098,0,5706,36,94,5711,5941,0,0,0,36,40,10000,12,12,0,2022-05-10 14:08:22.224399,96
us-east-1,LAUNCH,1040,15,5845,22,65,5865,6081,0,0,0,22,40,10000,12,12,0,2022-05-10 14:11:24.769148,144
us-east-1,LAUNCH,1064,0,5883,47,146,5903,6104,0,0,0,47,40,10000,12,12,0,2022-05-10 14:14:26.049851,24
us-east-1,NO_ACTION_REQUIRED,993,0,5875,24,201,5890,6092,0,0,0,24,40,10000,12,12,0,2022-05-10 14:17:15.177882,0
us-east-1,LAUNCH,1023,0,5944,19,137,5959,6150,0,0,0,19,40,10000,12,12,0,2022-05-10 14:20:18.243907,48
us-east-1,LAUNCH,1242,0,6069,48,30,6084,6255,0,0,0,48,40,10000,12,12,0,2022-05-10 14:23:14.937927,96
us-east-1,TERMINATE,975,0,6042,18,183,6042,6208,0,0,0,18,40,10000,12,12,0,2022-05-10 14:26:19.737107,12
us-east-1,TERMINATE,1024,0,6023,0,208,6023,6201,0,2,0,0,40,10000,12,12,0,2022-05-10 14:29:15.659416,24
us-east-1,LAUNCH,1126,0,6067,0,140,6067,6233,16,0,0,0,40,10000,12,12,0,2022-05-10 14:32:17.788894,24
us-east-1,LAUNCH,1084,0,6122,24,85,6122,6282,12,0,0,24,40,10000,12,12,0,2022-05-10 14:35:14.620772,48
us-east-1,LAUNCH,1077,0,6140,7,132,6140,6297,9,3,0,7,40,10000,12,12,0,2022-05-10 14:38:22.259677,12
us-east-1,LAUNCH,1128,0,6251,10,30,6251,6400,9,0,0,10,40,10000,12,12,0,2022-05-10 14:41:16.787901,108
us-east-1,TERMINATE,1053,0,6195,22,182,6195,6332,7,2,0,22,40,10000,12,12,0,2022-05-10 14:44:20.209890,36
us-east-1,LAUNCH,1102,0,6227,0,136,6227,6377,8,5,0,0,40,10000,12,12,0,2022-05-10 14:47:22.385556,12
us-east-1,LAUNCH,1121,0,6290,12,73,6290,6418,7,6,0,12,40,10000,12,12,0,2022-05-10 14:50:16.644228,36
us-east-1,LAUNCH,1150,9,6297,26,88,6306,6433,7,0,0,26,40,10000,12,12,0,2022-05-10 14:53:14.561307,12
us-east-1,TERMINATE,1003,0,6148,12,263,6157,6295,6,0,0,12,40,10000,12,12,0,2022-05-10 14:56:17.531417,108
us-east-1,TERMINATE,1027,0,6011,0,304,6020,6183,77,4,0,0,40,10000,12,12,0,2022-05-10 14:59:18.885315,132
us-east-1,TERMINATE,1165,0,5941,0,242,5950,6121,173,6,0,0,40,10000,12,12,0,2022-05-10 15:02:22.210938,60
us-east-1,LAUNCH,1260,0,6084,0,39,6093,6265,178,24,0,0,40,10000,12,12,0,2022-05-10 15:05:15.079265,132
us-east-1,LAUNCH,1020,226,6072,121,62,6298,6443,159,16,0,121,40,10000,12,12,0,2022-05-10 15:08:18.517801,180
us-east-1,LAUNCH,1214,0,6282,111,42,6508,6628,132,18,0,111,40,10000,12,12,0,2022-05-10 15:11:16.968826,192
us-east-1,NO_ACTION_REQUIRED,1195,0,6263,113,251,6489,6588,104,27,0,113,40,10000,12,12,0,2022-05-10 15:14:17.767443,0
us-east-1,TERMINATE,1092,0,6213,0,414,6439,6545,93,38,0,0,40,10000,12,12,0,2022-05-10 15:17:16.308999,72
us-east-1,TERMINATE,1158,0,6190,0,365,6416,6512,124,38,0,0,40,10000,12,12,0,2022-05-10 15:20:14.285712,36
us-east-1,TERMINATE,1156,0,6214,0,305,6214,6327,121,16,0,0,40,10000,12,12,0,2022-05-10 15:23:20.398804,192
us-east-1,TERMINATE,1128,0,6144,0,183,6144,6289,251,28,0,0,40,10000,12,12,0,2022-05-10 15:26:20.389655,36
us-east-1,TERMINATE,1088,0,6066,0,225,6066,6212,245,36,0,0,40,10000,12,12,0,2022-05-10 15:29:17.720711,72
us-east-1,TERMINATE,1129,0,5993,0,226,5993,6165,275,55,0,0,40,10000,12,12,0,2022-05-10 15:32:14.524073,48
us-east-1,TERMINATE,1081,1,5877,0,294,5878,6064,276,51,0,0,40,10000,12,12,0,2022-05-10 15:35:20.415089,96
us-east-1,TERMINATE,1101,0,5845,0,230,5846,6049,304,82,0,0,40,10000,12,12,0,2022-05-10 15:38:16.645345,24
